gdate,gnum,seasonCode,leagueCode,round,gender,hname,aname,score,hs1point,hs2point,hs3point,hs4point,hs5point,as1point,as2point,as3point,as4point,as5point,place,spectators,gstime,sptime,referee
2022-12-06,78,019,201,2,2,KGC인삼공사 프로배구단,IBK기업은행 알토스 배구단,0 : 3,22,15,23,0,0,25,25,25,0,0,대전충무체육관,1461,19:00,01:24,강주희
2022-12-07,79,019,201,2,1,천안 현대캐피탈 스카이워커스,대전 삼성화재 블루팡스 배구단,3 : 0,25,25,25,0,0,20,17,23,0,0,천안유관순체육관,1014,19:00,01:29,남영수
2022-12-07,80,019,201,2,2,페퍼저축은행 AI PEPPERS 배구단,흥국생명배구단 핑크스파이더스,1 : 3,22,20,25,14,0,25,25,23,25,0,페퍼스타디움,3000,19:00,01:52,이광훈
2022-12-08,81,019,201,2,1,수원 한국전력 VIXTORM 프로배구단,인천 대한항공 점보스 배구단,0 : 3,23,29,20,0,0,25,31,25,0,0,수원체육관,740,19:00,01:43,최성권
2022-12-08,82,019,201,2,2,GS칼텍스 서울Kixx 배구단,현대건설 힐스테이트 배구단,2 : 3,19,25,25,11,10,25,23,21,25,15,서울장충체육관,2371,19:00,02:09,강주희
2022-12-09,83,019,201,2,1,의정부 KB손해보험 스타즈 배구단,서울 우리카드 우리WON 프로배구단,1 : 3,25,20,20,20,0,23,25,25,25,0,의정부체육관,876,19:00,01:56,최재효
2022-12-09,84,019,201,2,2,한국도로공사 하이패스 배구단,KGC인삼공사 프로배구단,3 : 2,25,19,29,24,15,14,25,27,26,10,김천실내체육관,1220,19:00,02:23,심재일
2022-12-10,85,019,201,3,1,대전 삼성화재 블루팡스 배구단,천안 현대캐피탈 스카이워커스,0 : 3,18,24,23,0,0,25,26,25,0,0,대전충무체육관,1343,14:00,01:32,최성권
2022-12-10,86,019,201,3,2,흥국생명배구단 핑크스파이더스,페퍼저축은행 AI PEPPERS 배구단,3 : 1,25,19,25,25,0,14,25,23,13,0,인천삼산월드체육관,4388,16:00,01:43,성해연
2022-12-11,87,019,201,3,1,안산 OK금융그룹 읏맨 프로배구단,수원 한국전력 VIXTORM 프로배구단,3 : 1,25,13,25,25,0,22,25,18,22,0,안산상록수체육관,1740,14:00,01:53,남영수
2022-12-11,88,019,201,3,2,IBK기업은행 알토스 배구단,GS칼텍스 서울Kixx 배구단,3 : 2,25,25,21,14,16,16,15,25,25,14,화성종합실내체육관,2115,16:00,02:07,전영아
2022-12-13,89,019,201,3,1,대전 삼성화재 블루팡스 배구단,의정부 KB손해보험 스타즈 배구단,1 : 3,23,25,14,21,0,25,23,25,25,0,대전충무체육관,567,19:00,01:59,권대진
2022-12-13,90,019,201,3,2,흥국생명배구단 핑크스파이더스,한국도로공사 하이패스 배구단,3 : 2,20,27,25,26,15,25,29,19,24,8,인천삼산월드체육관,2942,19:00,02:22,송인석
2022-12-14,91,019,201,3,1,천안 현대캐피탈 스카이워커스,서울 우리카드 우리WON 프로배구단,3 : 1,27,22,25,25,0,25,25,13,21,0,천안유관순체육관,1090,19:00,01:53,최재효
2022-12-14,92,019,201,3,2,페퍼저축은행 AI PEPPERS 배구단,KGC인삼공사 프로배구단,0 : 3,22,21,12,0,0,25,25,25,0,0,페퍼스타디움,1168,19:00,01:19,전영아
2022-12-15,93,019,201,3,1,인천 대한항공 점보스 배구단,수원 한국전력 VIXTORM 프로배구단,3 : 2,24,25,25,19,15,26,17,23,25,11,인천계양체육관,998,19:00,02:11,최성권
2022-12-15,94,019,201,3,2,현대건설 힐스테이트 배구단,GS칼텍스 서울Kixx 배구단,3 : 1,20,28,25,29,0,25,26,19,27,0,수원체육관,1026,19:00,02:03,송인석
2022-12-16,95,019,201,3,1,의정부 KB손해보험 스타즈 배구단,안산 OK금융그룹 읏맨 프로배구단,1 : 3,25,20,21,22,0,22,25,25,25,0,의정부체육관,1096,19:00,02:02,최재효
2022-12-16,96,019,201,3,2,한국도로공사 하이패스 배구단,IBK기업은행 알토스 배구단,3 : 2,25,25,28,23,15,21,20,30,25,9,김천실내체육관,1948,19:00,02:28,권대진
2022-12-17,97,019,201,3,1,서울 우리카드 우리WON 프로배구단,대전 삼성화재 블루팡스 배구단,3 : 1,25,25,24,25,0,18,18,26,16,0,서울장충체육관,3112,14:00,01:54,남영수
2022-12-17,98,019,201,3,2,KGC인삼공사 프로배구단,흥국생명배구단 핑크스파이더스,1 : 3,25,12,18,12,0,21,25,25,25,0,대전충무체육관,3374,16:00,01:48,심재일
2022-12-18,100,019,201,3,2,페퍼저축은행 AI PEPPERS 배구단,현대건설 힐스테이트 배구단,0 : 3,17,26,20,0,0,25,28,25,0,0,페퍼스타디움,1280,16:00,01:22,강주희
2022-12-18,99,019,201,3,1,천안 현대캐피탈 스카이워커스,인천 대한항공 점보스 배구단,1 : 3,17,25,21,19,0,25,19,25,25,0,천안유관순체육관,2626,14:00,01:58,최성권
2022-12-20,101,019,201,3,1,대전 삼성화재 블루팡스 배구단,수원 한국전력 VIXTORM 프로배구단,3 : 1,25,22,25,25,0,17,25,20,21,0,대전충무체육관,666,19:00,01:56,권대진
2022-12-20,102,019,201,3,2,흥국생명배구단 핑크스파이더스,GS칼텍스 서울Kixx 배구단,2 : 3,25,18,25,25,10,27,25,14,18,15,인천삼산월드체육관,2822,19:00,02:05,심재일
2022-12-21,103,019,201,3,1,안산 OK금융그룹 읏맨 프로배구단,서울 우리카드 우리WON 프로배구단,1 : 3,30,14,23,17,0,28,25,25,25,0,안산상록수체육관,1608,19:00,02:02,최재효
2022-12-21,104,019,201,3,2,IBK기업은행 알토스 배구단,KGC인삼공사 프로배구단,1 : 3,24,25,21,15,0,26,18,25,25,0,화성종합실내체육관,1325,19:00,01:52,강주희
2022-12-22,105,019,201,3,1,인천 대한항공 점보스 배구단,의정부 KB손해보험 스타즈 배구단,3 : 0,25,25,25,0,0,22,21,12,0,0,인천계양체육관,862,19:00,01:21,남영수
2022-12-22,106,019,201,3,2,현대건설 힐스테이트 배구단,한국도로공사 하이패스 배구단,3 : 1,25,20,25,25,0,18,25,11,13,0,수원체육관,1403,19:00,01:53,전영아
2022-12-23,107,019,201,3,1,수원 한국전력 VIXTORM 프로배구단,천안 현대캐피탈 스카이워커스,1 : 3,22,24,34,20,0,25,26,32,25,0,수원체육관,1219,19:00,02:11,최재효
2022-12-23,108,019,201,3,2,페퍼저축은행 AI PEPPERS 배구단,GS칼텍스 서울Kixx 배구단,0 : 3,15,15,21,0,0,25,25,25,0,0,페퍼스타디움,786,19:00,01:10,강주희
2022-12-24,109,019,201,3,1,대전 삼성화재 블루팡스 배구단,안산 OK금융그룹 읏맨 프로배구단,3 : 1,21,25,26,25,0,25,15,24,14,0,대전충무체육관,947,14:00,02:02,남영수
2022-12-24,110,019,201,3,2,흥국생명배구단 핑크스파이더스,IBK기업은행 알토스 배구단,3 : 0,25,25,25,0,0,17,17,18,0,0,인천삼산월드체육관,5800,16:00,01:20,심재일
2022-12-25,111,019,201,3,1,인천 대한항공 점보스 배구단,서울 우리카드 우리WON 프로배구단,3 : 0,25,25,25,0,0,21,22,22,0,0,인천계양체육관,2194,14:00,01:32,최성권
2022-12-25,112,019,201,3,2,KGC인삼공사 프로배구단,현대건설 힐스테이트 배구단,3 : 2,21,25,25,17,15,25,22,18,25,9,대전충무체육관,2216,16:00,02:13,송인석
2022-12-27,113,019,201,3,1,의정부 KB손해보험 스타즈 배구단,수원 한국전력 VIXTORM 프로배구단,3 : 1,25,22,25,27,0,23,25,23,25,0,의정부체육관,1525,19:00,02:13,권대진
2022-12-27,114,019,201,3,2,한국도로공사 하이패스 배구단,GS칼텍스 서울Kixx 배구단,1 : 3,22,16,25,21,0,25,25,21,25,0,김천실내체육관,1503,19:00,01:55,최재효
2022-12-28,115,019,201,3,1,천안 현대캐피탈 스카이워커스,안산 OK금융그룹 읏맨 프로배구단,1 : 3,22,23,25,23,0,25,25,17,25,0,천안유관순체육관,1554,19:00,02:14,최성권
2022-12-28,116,019,201,3,2,페퍼저축은행 AI PEPPERS 배구단,IBK기업은행 알토스 배구단,1 : 3,25,25,12,24,0,27,20,25,26,0,페퍼스타디움,1499,19:00,01:57,권대진
2022-12-29,117,019,201,3,1,인천 대한항공 점보스 배구단,대전 삼성화재 블루팡스 배구단,3 : 2,25,25,21,19,17,23,21,25,25,15,인천계양체육관,846,19:00,02:14,최재효
2022-12-29,118,019,201,3,2,현대건설 힐스테이트 배구단,흥국생명배구단 핑크스파이더스,1 : 3,25,20,27,17,0,23,25,29,25,0,수원체육관,3798,19:00,02:00,심재일
2022-12-30,119,019,201,3,1,수원 한국전력 VIXTORM 프로배구단,서울 우리카드 우리WON 프로배구단,2 : 3,18,25,21,25,13,25,20,25,19,15,수원체육관,1094,19:00,02:11,최재효
2022-12-30,120,019,201,3,2,KGC인삼공사 프로배구단,GS칼텍스 서울Kixx 배구단,3 : 1,16,25,25,26,0,25,22,22,24,0,대전충무체육관,1592,19:00,01:59,송인석
2022-12-31,121,019,201,3,1,의정부 KB손해보험 스타즈 배구단,천안 현대캐피탈 스카이워커스,0 : 3,22,23,18,0,0,25,25,25,0,0,의정부체육관,2306,14:00,01:28,최재효
2022-12-31,122,019,201,3,2,한국도로공사 하이패스 배구단,페퍼저축은행 AI PEPPERS 배구단,1 : 3,21,25,23,16,0,25,22,25,25,0,김천실내체육관,1823,16:00,01:58,성해연
2023-01-01,123,019,201,3,1,안산 OK금융그룹 읏맨 프로배구단,인천 대한항공 점보스 배구단,3 : 0,28,25,25,0,0,26,23,21,0,0,안산상록수체육관,1906,14:00,01:40,최성권
2023-01-01,124,019,201,3,2,IBK기업은행 알토스 배구단,현대건설 힐스테이트 배구단,0 : 3,17,18,23,0,0,25,25,25,0,0,화성종합실내체육관,2461,16:00,01:31,전영아
2023-01-03,125,019,201,3,1,서울 우리카드 우리WON 프로배구단,의정부 KB손해보험 스타즈 배구단,3 : 0,25,25,25,0,0,22,18,14,0,0,서울장충체육관,2487,19:00,01:20,최재효
2023-01-03,126,019,201,3,2,KGC인삼공사 프로배구단,한국도로공사 하이패스 배구단,2 : 3,20,25,22,25,8,25,17,25,15,15,대전충무체육관,1525,19:00,02:15,강주희
2023-01-04,127,019,201,4,1,인천 대한항공 점보스 배구단,안산 OK금융그룹 읏맨 프로배구단,3 : 0,25,25,25,0,0,16,17,16,0,0,인천계양체육관,824,19:00,01:20,최재효
2023-01-04,128,019,201,4,2,현대건설 힐스테이트 배구단,IBK기업은행 알토스 배구단,3 : 0,25,25,25,0,0,17,15,11,0,0,수원체육관,1618,19:00,01:13,강주희
2023-01-05,129,019,201,4,1,대전 삼성화재 블루팡스 배구단,수원 한국전력 VIXTORM 프로배구단,3 : 2,23,25,15,25,15,25,20,25,12,13,대전충무체육관,1009,19:00,02:09,남영수
2023-01-05,130,019,201,4,2,흥국생명배구단 핑크스파이더스,GS칼텍스 서울Kixx 배구단,3 : 2,21,25,25,21,15,25,19,18,25,10,인천삼산월드체육관,3411,19:00,02:11,송인석
2023-01-06,131,019,201,4,1,의정부 KB손해보험 스타즈 배구단,서울 우리카드 우리WON 프로배구단,3 : 0,25,25,25,0,0,23,17,22,0,0,의정부체육관,834,19:00,01:28,최성권
2023-01-06,132,019,201,4,2,한국도로공사 하이패스 배구단,KGC인삼공사 프로배구단,3 : 1,30,26,20,28,0,28,24,25,26,0,김천실내체육관,1397,19:00,02:15,심재일
2023-01-07,133,019,201,4,1,인천 대한항공 점보스 배구단,천안 현대캐피탈 스카이워커스,3 : 2,19,26,25,25,15,25,24,22,27,12,인천계양체육관,2194,14:00,02:30,최재효
2023-01-07,134,019,201,4,2,현대건설 힐스테이트 배구단,페퍼저축은행 AI PEPPERS 배구단,3 : 0,25,25,25,0,0,12,20,15,0,0,수원체육관,1968,16:00,01:14,이광훈
2023-01-08,135,019,201,4,1,안산 OK금융그룹 읏맨 프로배구단,대전 삼성화재 블루팡스 배구단,3 : 0,25,25,25,0,0,21,16,20,0,0,안산상록수체육관,1820,16:00,01:27,최재효
2023-01-08,136,019,201,4,2,IBK기업은행 알토스 배구단,흥국생명배구단 핑크스파이더스,1 : 3,23,28,25,24,0,25,30,23,26,0,화성종합실내체육관,3709,14:00,02:06,전영아
2023-01-09,137,019,201,4,2,GS칼텍스 서울Kixx 배구단,KGC인삼공사 프로배구단,3 : 2,27,24,26,13,15,25,26,24,25,13,서울장충체육관,2428,19:00,02:22,심재일
2023-01-10,138,019,201,4,1,서울 우리카드 우리WON 프로배구단,수원 한국전력 VIXTORM 프로배구단,2 : 3,21,25,23,25,14,25,22,25,23,16,서울장충체육관,2068,19:00,02:25,송인석
2023-01-11,139,019,201,4,1,대전 삼성화재 블루팡스 배구단,인천 대한항공 점보스 배구단,1 : 3,17,22,25,25,0,25,25,21,27,0,대전충무체육관,991,19:00,02:03,최성권
2023-01-11,140,019,201,4,2,흥국생명배구단 핑크스파이더스,현대건설 힐스테이트 배구단,2 : 3,28,20,25,25,11,30,25,16,21,15,인천삼산월드체육관,4509,19:00,02:25,송인석
2023-01-12,141,019,201,4,1,천안 현대캐피탈 스카이워커스,의정부 KB손해보험 스타즈 배구단,3 : 1,25,23,25,25,0,19,25,16,20,0,천안유관순체육관,1298,19:00,01:54,최재효
2023-01-12,142,019,201,4,2,페퍼저축은행 AI PEPPERS 배구단,한국도로공사 하이패스 배구단,0 : 3,21,20,24,0,0,25,25,26,0,0,페퍼스타디움,1185,19:00,01:32,전영아
2023-01-13,143,019,201,4,1,수원 한국전력 VIXTORM 프로배구단,안산 OK금융그룹 읏맨 프로배구단,3 : 0,25,25,25,0,0,19,13,22,0,0,수원체육관,782,19:00,01:27,권대진
2023-01-13,144,019,201,4,2,GS칼텍스 서울Kixx 배구단,IBK기업은행 알토스 배구단,3 : 0,25,25,25,0,0,20,21,17,0,0,서울장충체육관,2833,19:00,01:21,강주희
2023-01-14,145,019,201,4,1,서울 우리카드 우리WON 프로배구단,인천 대한항공 점보스 배구단,3 : 2,22,26,25,22,21,25,24,22,25,19,서울장충체육관,3217,14:00,02:28,최성권
2023-01-14,146,019,201,4,2,현대건설 힐스테이트 배구단,KGC인삼공사 프로배구단,3 : 1,23,25,25,25,0,25,23,21,16,0,수원체육관,3179,16:00,01:57,남영수
2023-01-15,147,019,201,4,1,천안 현대캐피탈 스카이워커스,대전 삼성화재 블루팡스 배구단,3 : 1,25,17,25,25,0,16,25,23,22,0,천안유관순체육관,2388,14:00,01:56,최성권
2023-01-15,148,019,201,4,2,페퍼저축은행 AI PEPPERS 배구단,흥국생명배구단 핑크스파이더스,1 : 3,22,25,27,22,0,25,23,29,25,0,페퍼스타디움,3000,16:00,02:08,성해연
2023-01-17,149,019,201,4,1,안산 OK금융그룹 읏맨 프로배구단,의정부 KB손해보험 스타즈 배구단,3 : 1,25,19,25,25,0,18,25,19,21,0,안산상록수체육관,958,19:00,01:55,권대진
2023-01-17,150,019,201,4,2,IBK기업은행 알토스 배구단,한국도로공사 하이패스 배구단,3 : 0,25,25,25,0,0,13,23,17,0,0,화성종합실내체육관,1434,19:00,01:20,전영아
2023-01-19,151,019,201,4,1,서울 우리카드 우리WON 프로배구단,천안 현대캐피탈 스카이워커스,3 : 1,14,25,26,25,0,25,20,24,16,0,서울장충체육관,3273,19:00,01:53,최재효
2023-01-19,152,019,201,4,2,KGC인삼공사 프로배구단,페퍼저축은행 AI PEPPERS 배구단,3 : 1,25,26,25,25,0,20,28,18,13,0,대전충무체육관,1099,19:00,01:49,송인석
2023-01-20,153,019,201,4,1,수원 한국전력 VIXTORM 프로배구단,인천 대한항공 점보스 배구단,2 : 3,22,25,18,25,16,25,22,25,15,18,수원체육관,1028,19:00,02:15,권대진
2023-01-20,154,019,201,4,2,GS칼텍스 서울Kixx 배구단,현대건설 힐스테이트 배구단,3 : 2,25,19,19,25,15,22,25,25,23,12,서울장충체육관,2859,19:00,02:09,남영수
2023-01-21,155,019,201,4,1,의정부 KB손해보험 스타즈 배구단,대전 삼성화재 블루팡스 배구단,3 : 1,25,25,23,25,0,23,20,25,23,0,의정부체육관,1513,14:00,02:02,최재효
2023-01-21,156,019,201,4,2,한국도로공사 하이패스 배구단,흥국생명배구단 핑크스파이더스,0 : 3,23,24,19,0,0,25,26,25,0,0,김천실내체육관,4375,16:00,01:27,심재일
2023-01-22,157,019,201,4,1,서울 우리카드 우리WON 프로배구단,안산 OK금융그룹 읏맨 프로배구단,3 : 2,24,25,20,25,15,26,22,25,21,8,서울장충체육관,2342,14:00,02:21,최성권
2023-01-22,158,019,201,4,2,KGC인삼공사 프로배구단,IBK기업은행 알토스 배구단,3 : 0,25,25,25,0,0,23,16,23,0,0,대전충무체육관,2110,16:00,01:29,송인석
2023-01-23,159,019,201,4,1,천안 현대캐피탈 스카이워커스,수원 한국전력 VIXTORM 프로배구단,1 : 3,25,20,22,20,0,22,25,25,25,0,천안유관순체육관,2327,14:00,02:01,최재효
2023-01-23,160,019,201,4,2,페퍼저축은행 AI PEPPERS 배구단,GS칼텍스 서울Kixx 배구단,3 : 1,26,24,25,25,0,24,26,23,23,0,페퍼스타디움,1799,16:00,01:57,전영아
2023-01-24,161,019,201,4,1,의정부 KB손해보험 스타즈 배구단,인천 대한항공 점보스 배구단,3 : 0,25,26,25,0,0,18,24,19,0,0,의정부체육관,2147,14:00,01:28,최성권
2023-01-24,162,019,201,4,2,한국도로공사 하이패스 배구단,현대건설 힐스테이트 배구단,3 : 1,25,25,19,25,0,21,17,25,20,0,김천실내체육관,2468,16:00,01:55,성해연
2023-01-25,163,019,201,4,1,대전 삼성화재 블루팡스 배구단,서울 우리카드 우리WON 프로배구단,3 : 2,25,21,18,25,15,13,25,25,20,9,대전충무체육관,1415,19:00,02:04,최재효
2023-01-25,164,019,201,4,2,흥국생명배구단 핑크스파이더스,KGC인삼공사 프로배구단,1 : 3,19,23,25,19,0,25,25,22,25,0,인천삼산월드체육관,3898,19:00,01:55,남영수
2023-01-26,165,019,201,4,1,안산 OK금융그룹 읏맨 프로배구단,천안 현대캐피탈 스카이워커스,0 : 3,20,20,20,0,0,25,25,25,0,0,안산상록수체육관,1419,19:00,01:27,권대진
2023-01-26,166,019,201,4,2,IBK기업은행 알토스 배구단,페퍼저축은행 AI PEPPERS 배구단,3 : 0,25,25,25,0,0,16,19,17,0,0,화성종합실내체육관,1013,19:00,01:21,성해연
2023-01-27,167,019,201,4,1,수원 한국전력 VIXTORM 프로배구단,의정부 KB손해보험 스타즈 배구단,3 : 2,26,25,23,24,15,24,16,25,26,12,수원체육관,755,19:00,02:13,최재효
2023-01-27,168,019,201,4,2,GS칼텍스 서울Kixx 배구단,한국도로공사 하이패스 배구단,1 : 3,26,25,26,31,0,24,27,28,33,0,서울장충체육관,2669,19:00,02:23,남영수
2023-01-31,169,019,201,5,1,서울 우리카드 우리WON 프로배구단,의정부 KB손해보험 스타즈 배구단,2 : 3,25,25,32,21,10,23,20,34,25,15,서울장충체육관,2557,19:00,02:25,최재효
2023-01-31,170,019,201,5,2,KGC인삼공사 프로배구단,한국도로공사 하이패스 배구단,0 : 3,23,15,19,0,0,25,25,25,0,0,대전충무체육관,1531,19:00,01:25,전영아
2023-02-01,171,019,201,5,1,천안 현대캐피탈 스카이워커스,안산 OK금융그룹 읏맨 프로배구단,3 : 1,25,25,17,25,0,22,22,25,18,0,천안유관순체육관,1316,19:00,02:00,최성권
2023-02-01,172,019,201,5,2,페퍼저축은행 AI PEPPERS 배구단,IBK기업은행 알토스 배구단,1 : 3,25,20,22,18,0,22,25,25,25,0,페퍼스타디움,2225,19:00,02:06,성해연
2023-02-02,173,019,201,5,1,인천 대한항공 점보스 배구단,수원 한국전력 VIXTORM 프로배구단,1 : 3,25,22,23,18,0,13,25,25,25,0,인천계양체육관,1238,19:00,01:48,남영수
2023-02-02,174,019,201,5,2,현대건설 힐스테이트 배구단,GS칼텍스 서울Kixx 배구단,3 : 0,26,25,25,0,0,24,22,21,0,0,수원체육관,1655,19:00,01:26,강주희
2023-02-03,175,019,201,5,1,서울 우리카드 우리WON 프로배구단,대전 삼성화재 블루팡스 배구단,0 : 3,19,20,20,0,0,25,25,25,0,0,서울장충체육관,2723,19:00,01:31,최성권
2023-02-03,176,019,201,5,2,KGC인삼공사 프로배구단,흥국생명배구단 핑크스파이더스,0 : 3,23,27,22,0,0,25,29,25,0,0,대전충무체육관,3348,19:00,01:37,송인석
2023-02-04,177,019,201,5,1,의정부 KB손해보험 스타즈 배구단,안산 OK금융그룹 읏맨 프로배구단,3 : 0,25,25,25,0,0,23,21,22,0,0,의정부체육관,2023,14:00,01:30,권대진
2023-02-04,178,019,201,5,2,한국도로공사 하이패스 배구단,IBK기업은행 알토스 배구단,3 : 1,25,28,27,25,0,16,26,29,19,0,김천실내체육관,3299,16:00,02:09,심재일
2023-02-05,179,019,201,5,1,수원 한국전력 VIXTORM 프로배구단,천안 현대캐피탈 스카이워커스,3 : 1,20,25,25,25,0,25,22,21,23,0,수원체육관,2374,14:00,02:05,최재효
2023-02-05,180,019,201,5,2,GS칼텍스 서울Kixx 배구단,페퍼저축은행 AI PEPPERS 배구단,3 : 0,25,25,25,0,0,14,22,16,0,0,서울장충체육관,2335,16:00,01:13,송인석
2023-02-07,181,019,201,5,1,인천 대한항공 점보스 배구단,대전 삼성화재 블루팡스 배구단,2 : 3,26,25,21,19,12,24,22,25,25,15,인천계양체육관,981,19:00,02:18,권대진
2023-02-07,182,019,201,5,2,현대건설 힐스테이트 배구단,흥국생명배구단 핑크스파이더스,0 : 3,21,25,15,0,0,25,27,25,0,0,수원체육관,3791,19:00,01:29,전영아
2023-02-08,183,019,201,5,1,안산 OK금융그룹 읏맨 프로배구단,서울 우리카드 우리WON 프로배구단,3 : 2,27,21,26,13,15,25,25,24,25,13,안산상록수체육관,1385,19:00,02:26,최재효
2023-02-08,184,019,201,5,2,IBK기업은행 알토스 배구단,KGC인삼공사 프로배구단,0 : 3,17,13,23,0,0,25,25,25,0,0,화성종합실내체육관,1469,19:00,01:20,심재일
2023-02-09,185,019,201,5,1,의정부 KB손해보험 스타즈 배구단,수원 한국전력 VIXTORM 프로배구단,3 : 2,23,25,23,25,15,25,20,25,23,11,의정부체육관,1850,19:00,02:23,최성권
2023-02-09,186,019,201,5,2,한국도로공사 하이패스 배구단,GS칼텍스 서울Kixx 배구단,1 : 3,24,25,25,21,0,26,27,20,25,0,김천실내체육관,1543,19:00,02:06,성해연
2023-02-10,187,019,201,5,1,천안 현대캐피탈 스카이워커스,인천 대한항공 점보스 배구단,3 : 1,20,37,25,26,0,25,35,22,24,0,천안유관순체육관,2253,19:00,02:24,최재효
2023-02-10,188,019,201,5,2,페퍼저축은행 AI PEPPERS 배구단,현대건설 힐스테이트 배구단,3 : 2,21,25,20,25,15,25,20,25,20,12,페퍼스타디움,1930,19:00,02:10,강주희
2023-02-11,189,019,201,5,1,대전 삼성화재 블루팡스 배구단,안산 OK금융그룹 읏맨 프로배구단,3 : 0,25,25,25,0,0,23,19,17,0,0,대전충무체육관,1465,14:00,01:25,최성권
2023-02-11,190,019,201,5,2,흥국생명배구단 핑크스파이더스,IBK기업은행 알토스 배구단,1 : 3,12,19,26,20,0,25,25,24,25,0,인천삼산월드체육관,5800,14:17,01:54,심재일
2023-02-12,191,019,201,5,1,수원 한국전력 VIXTORM 프로배구단,서울 우리카드 우리WON 프로배구단,3 : 2,24,21,25,25,15,26,25,21,22,8,수원체육관,1858,14:00,02:15,남영수
2023-02-12,192,019,201,5,2,GS칼텍스 서울Kixx 배구단,KGC인삼공사 프로배구단,1 : 3,17,24,25,22,0,25,26,19,25,0,서울장충체육관,3297,16:00,01:52,전영아
2023-02-14,193,019,201,5,1,인천 대한항공 점보스 배구단,의정부 KB손해보험 스타즈 배구단,3 : 1,25,23,25,26,0,23,25,20,24,0,인천계양체육관,985,19:00,02:03,최재효
2023-02-14,194,019,201,5,2,현대건설 힐스테이트 배구단,한국도로공사 하이패스 배구단,1 : 3,25,21,20,20,0,21,25,25,25,0,수원체육관,1874,19:00,02:10,강주희
2023-02-15,195,019,201,5,1,대전 삼성화재 블루팡스 배구단,천안 현대캐피탈 스카이워커스,1 : 3,20,25,21,19,0,25,23,25,25,0,대전충무체육관,1192,19:00,02:03,최성권
2023-02-15,196,019,201,5,2,흥국생명배구단 핑크스파이더스,페퍼저축은행 AI PEPPERS 배구단,3 : 0,25,25,25,0,0,17,18,19,0,0,인천삼산월드체육관,3150,19:00,01:20,전영아
2023-02-16,197,019,201,5,1,안산 OK금융그룹 읏맨 프로배구단,수원 한국전력 VIXTORM 프로배구단,3 : 2,25,25,22,16,15,21,21,25,25,13,안산상록수체육관,1606,19:00,02:19,남영수
2023-02-16,198,019,201,5,2,IBK기업은행 알토스 배구단,GS칼텍스 서울Kixx 배구단,3 : 1,25,14,25,25,0,20,25,19,14,0,화성종합실내체육관,1279,19:00,01:43,심재일
2023-02-17,199,019,201,5,1,서울 우리카드 우리WON 프로배구단,인천 대한항공 점보스 배구단,3 : 0,25,28,25,0,0,23,26,20,0,0,서울장충체육관,2812,19:00,01:35,남영수
2023-02-17,200,019,201,5,2,KGC인삼공사 프로배구단,현대건설 힐스테이트 배구단,3 : 2,25,25,22,27,15,17,18,25,29,13,대전충무체육관,2080,19:00,02:21,송인석
2023-02-18,201,019,201,5,1,의정부 KB손해보험 스타즈 배구단,천안 현대캐피탈 스카이워커스,1 : 3,19,21,26,18,0,25,25,24,25,0,의정부체육관,2748,14:00,02:06,권대진
2023-02-18,202,019,201,5,2,한국도로공사 하이패스 배구단,페퍼저축은행 AI PEPPERS 배구단,2 : 3,25,15,25,17,12,23,25,18,25,15,김천실내체육관,2488,16:00,02:04,전영아
2023-02-19,203,019,201,5,1,수원 한국전력 VIXTORM 프로배구단,대전 삼성화재 블루팡스 배구단,3 : 2,20,25,18,25,15,25,15,25,20,12,수원체육관,1654,14:00,02:15,최성권
2023-02-19,204,019,201,5,2,GS칼텍스 서울Kixx 배구단,흥국생명배구단 핑크스파이더스,1 : 3,25,18,17,23,0,22,25,25,25,0,서울장충체육관,3312,16:00,01:56,강주희
2023-02-21,205,019,201,5,1,천안 현대캐피탈 스카이워커스,서울 우리카드 우리WON 프로배구단,3 : 0,25,25,25,0,0,23,17,22,0,0,천안유관순체육관,1856,19:00,01:29,최재효
2023-02-21,206,019,201,5,2,페퍼저축은행 AI PEPPERS 배구단,KGC인삼공사 프로배구단,1 : 3,25,19,16,18,0,18,25,25,25,0,페퍼스타디움,1665,19:00,01:49,성해연
2023-02-22,207,019,201,5,1,안산 OK금융그룹 읏맨 프로배구단,인천 대한항공 점보스 배구단,0 : 3,17,15,25,0,0,25,25,27,0,0,안산상록수체육관,1420,19:00,01:26,남영수
2023-02-22,208,019,201,5,2,IBK기업은행 알토스 배구단,현대건설 힐스테이트 배구단,3 : 0,25,25,27,0,0,23,21,25,0,0,화성종합실내체육관,1528,19:00,01:32,심재일
2023-02-23,209,019,201,5,1,대전 삼성화재 블루팡스 배구단,의정부 KB손해보험 스타즈 배구단,1 : 3,25,22,20,21,0,19,25,25,25,0,대전충무체육관,1633,19:00,02:00,권대진
2023-02-23,210,019,201,5,2,흥국생명배구단 핑크스파이더스,한국도로공사 하이패스 배구단,3 : 0,25,25,28,0,0,19,17,26,0,0,인천삼산월드체육관,5012,19:00,01:33,송인석
2023-02-24,211,019,201,6,1,서울 우리카드 우리WON 프로배구단,천안 현대캐피탈 스카이워커스,0 : 3,23,21,18,0,0,25,25,25,0,0,서울장충체육관,3155,19:00,01:39,최성권
2023-02-24,212,019,201,6,2,KGC인삼공사 프로배구단,페퍼저축은행 AI PEPPERS 배구단,3 : 1,25,25,20,25,0,17,17,25,16,0,대전충무체육관,1687,19:00,01:44,심재일
