gdate,gnum,seasonCode,leagueCode,round,gender,hname,aname,score,hs1point,hs2point,hs3point,hs4point,hs5point,as1point,as2point,as3point,as4point,as5point,place,spectators,gstime,sptime,referee
2025-01-28,163,021,201,4,1,대전 삼성화재 블루팡스,수원 한국전력 VIXTORM,3 : 0,25,25,25,0,0,17,22,16,0,0,대전충무체육관,1372,14:00,01:18,심재일
2025-01-28,164,021,201,4,2,한국도로공사 하이패스 배구단,IBK기업은행 알토스,3 : 0,25,25,27,0,0,18,20,25,0,0,김천실내체육관,2703,16:00,01:34,권대진
2025-01-29,165,021,201,4,1,인천 대한항공 점보스,천안 현대캐피탈 스카이워커스,1 : 3,25,23,23,22,0,20,25,25,25,0,인천계양체육관,2141,14:00,01:58,최성권
2025-01-29,166,021,201,4,2,현대건설 힐스테이트,GS칼텍스 서울KIXX,3 : 0,25,25,25,0,0,17,19,22,0,0,수원체육관,2429,16:00,01:23,강주희
2025-01-30,167,021,201,4,1,서울 우리카드 우리WON 프로배구단,안산 OK저축은행 읏맨프로배구단,3 : 1,25,25,22,25,0,22,18,25,21,0,서울장충체육관,3132,14:00,01:55,송인석
2025-01-30,168,021,201,4,2,정관장 레드스파크스 프로배구단,흥국생명 핑크스파이더스,2 : 3,21,28,25,15,9,25,26,15,25,15,대전충무체육관,3770,13:35,02:13,최성권
2025-01-31,169,021,201,5,1,의정부 KB손해보험 스타즈,수원 한국전력 VIXTORM,3 : 2,20,32,25,28,19,25,34,20,26,17,경민대학교 기념관(체육관),1520,19:00,02:40,최성권
2025-01-31,170,021,201,5,2,페퍼저축은행 AI PEPPERS,IBK기업은행 알토스,1 : 3,25,17,17,22,0,17,25,25,25,0,페퍼스타디움,2360,19:00,02:00,전영아
2025-02-01,171,021,201,5,1,천안 현대캐피탈 스카이워커스,대전 삼성화재 블루팡스,3 : 0,25,25,25,0,0,21,18,12,0,0,천안유관순체육관,3653,14:00,01:20,정준호
2025-02-01,172,021,201,5,2,GS칼텍스 서울KIXX,한국도로공사 하이패스 배구단,3 : 1,25,24,25,25,0,13,26,20,23,0,서울장충체육관,3111,16:00,01:51,전영아
2025-02-02,173,021,201,5,1,안산 OK저축은행 읏맨프로배구단,서울 우리카드 우리WON 프로배구단,3 : 1,25,26,23,29,0,23,24,25,27,0,안산상록수체육관,1831,14:00,02:17,송인석
2025-02-02,174,021,201,5,2,흥국생명 핑크스파이더스,정관장 레드스파크스 프로배구단,3 : 1,25,22,25,25,0,21,25,10,23,0,인천삼산월드체육관,6040,16:00,01:57,강주희
2025-02-04,175,021,201,5,1,수원 한국전력 VIXTORM,인천 대한항공 점보스,2 : 3,25,23,30,22,10,21,25,28,25,15,수원체육관,852,19:00,02:21,심재일
2025-02-04,176,021,201,5,2,IBK기업은행 알토스,현대건설 힐스테이트,1 : 3,16,27,16,16,0,25,25,25,25,0,화성종합실내체육관,1073,19:00,01:50,송인석
2025-02-05,177,021,201,5,1,의정부 KB손해보험 스타즈,천안 현대캐피탈 스카이워커스,3 : 0,25,25,25,0,0,18,20,21,0,0,경민대학교 기념관(체육관),1520,19:00,01:25,최성권
2025-02-05,178,021,201,5,2,GS칼텍스 서울KIXX,페퍼저축은행 AI PEPPERS,2 : 3,31,27,24,25,12,33,25,26,23,15,서울장충체육관,1225,19:00,02:31,전영아
2025-02-06,179,021,201,5,1,대전 삼성화재 블루팡스,안산 OK저축은행 읏맨프로배구단,0 : 3,18,22,25,0,0,25,25,27,0,0,대전충무체육관,1023,19:00,01:28,남영수
2025-02-06,180,021,201,5,2,한국도로공사 하이패스 배구단,흥국생명 핑크스파이더스,0 : 3,19,17,18,0,0,25,25,25,0,0,김천실내체육관,2875,19:00,01:18,심재일
2025-02-07,181,021,201,5,1,서울 우리카드 우리WON 프로배구단,인천 대한항공 점보스,2 : 3,25,20,27,16,13,22,25,25,25,15,서울장충체육관,2447,19:00,02:16,정준호
2025-02-07,182,021,201,5,2,정관장 레드스파크스 프로배구단,현대건설 힐스테이트,3 : 1,25,20,25,25,0,20,25,16,14,0,대전충무체육관,1760,19:00,01:47,최성권
2025-02-08,183,021,201,5,1,천안 현대캐피탈 스카이워커스,수원 한국전력 VIXTORM,3 : 1,25,25,26,25,0,21,19,28,18,0,천안유관순체육관,3618,14:00,02:02,권대진
2025-02-08,184,021,201,5,2,GS칼텍스 서울KIXX,IBK기업은행 알토스,3 : 0,25,25,26,0,0,15,21,24,0,0,서울장충체육관,3016,16:00,01:25,정준호
2025-02-09,185,021,201,5,1,안산 OK저축은행 읏맨프로배구단,의정부 KB손해보험 스타즈,0 : 3,21,20,17,0,0,25,25,25,0,0,안산상록수체육관,1905,14:00,01:21,정준호
2025-02-09,186,021,201,5,2,흥국생명 핑크스파이더스,페퍼저축은행 AI PEPPERS,3 : 0,25,25,27,0,0,13,12,25,0,0,인천삼산월드체육관,5667,16:00,01:20,전영아
2025-02-11,187,021,201,5,1,인천 대한항공 점보스,대전 삼성화재 블루팡스,2 : 3,25,28,23,25,8,20,30,25,10,15,인천계양체육관,1246,19:00,02:13,최성권
2025-02-11,188,021,201,5,2,현대건설 힐스테이트,한국도로공사 하이패스 배구단,1 : 3,32,16,24,17,0,30,25,26,25,0,수원체육관,1260,19:00,01:55,강주희
2025-02-12,189,021,201,5,1,서울 우리카드 우리WON 프로배구단,수원 한국전력 VIXTORM,3 : 1,25,19,25,26,0,19,25,21,24,0,서울장충체육관,2481,19:00,01:59,심재일
2025-02-12,190,021,201,5,2,정관장 레드스파크스 프로배구단,IBK기업은행 알토스,3 : 0,25,25,25,0,0,20,17,22,0,0,대전충무체육관,1850,19:00,01:21,강주희
2025-02-13,191,021,201,5,1,안산 OK저축은행 읏맨프로배구단,천안 현대캐피탈 스카이워커스,0 : 3,20,23,21,0,0,25,25,25,0,0,안산상록수체육관,1612,19:00,01:30,송인석
2025-02-13,192,021,201,5,2,흥국생명 핑크스파이더스,GS칼텍스 서울KIXX,3 : 1,22,25,25,25,0,25,15,21,19,0,인천삼산월드체육관,3077,19:00,01:49,심재일
2025-02-14,193,021,201,5,1,인천 대한항공 점보스,의정부 KB손해보험 스타즈,0 : 3,22,16,21,0,0,25,25,25,0,0,인천계양체육관,1710,19:00,01:21,최성권
2025-02-14,194,021,201,5,2,현대건설 힐스테이트,페퍼저축은행 AI PEPPERS,3 : 0,25,25,25,0,0,21,21,16,0,0,수원체육관,1275,19:00,01:18,권대진
2025-02-15,195,021,201,5,1,대전 삼성화재 블루팡스,서울 우리카드 우리WON 프로배구단,1 : 3,25,23,20,29,0,19,25,25,31,0,대전충무체육관,1900,14:00,02:07,정준호
2025-02-15,196,021,201,5,2,한국도로공사 하이패스 배구단,정관장 레드스파크스 프로배구단,2 : 3,25,27,25,21,11,20,29,19,25,15,김천실내체육관,3044,16:00,02:10,송인석
2025-02-16,197,021,201,5,1,수원 한국전력 VIXTORM,안산 OK저축은행 읏맨프로배구단,3 : 1,32,27,25,25,0,34,25,20,21,0,수원체육관,2004,14:00,02:08,권대진
2025-02-16,198,021,201,5,2,IBK기업은행 알토스,흥국생명 핑크스파이더스,0 : 3,23,12,20,0,0,25,25,25,0,0,화성종합실내체육관,3945,16:00,01:19,정준호
2025-02-18,199,021,201,5,1,천안 현대캐피탈 스카이워커스,인천 대한항공 점보스,1 : 3,19,13,25,19,0,25,25,22,25,0,천안유관순체육관,3494,19:00,01:48,남영수
2025-02-18,200,021,201,5,2,GS칼텍스 서울KIXX,현대건설 힐스테이트,3 : 2,25,16,19,25,15,22,25,25,22,6,서울장충체육관,2032,19:00,02:10,최성권
2025-02-19,201,021,201,5,1,의정부 KB손해보험 스타즈,서울 우리카드 우리WON 프로배구단,3 : 1,25,26,25,25,0,20,28,19,21,0,경민대학교 기념관(체육관),1520,19:00,02:00,최성권
2025-02-19,202,021,201,5,2,페퍼저축은행 AI PEPPERS,정관장 레드스파크스 프로배구단,3 : 0,25,25,25,0,0,21,23,13,0,0,페퍼스타디움,2122,19:00,01:16,강주희
2025-02-20,203,021,201,5,1,수원 한국전력 VIXTORM,대전 삼성화재 블루팡스,0 : 3,21,26,24,0,0,25,28,26,0,0,수원체육관,741,19:00,01:37,심재일
2025-02-20,204,021,201,5,2,IBK기업은행 알토스,한국도로공사 하이패스 배구단,0 : 3,23,24,24,0,0,25,26,26,0,0,화성종합실내체육관,1143,19:00,01:33,전영아
2025-02-21,205,021,201,5,1,인천 대한항공 점보스,안산 OK저축은행 읏맨프로배구단,3 : 2,19,25,23,27,15,25,23,25,25,11,인천계양체육관,1232,19:00,02:19,송인석
2025-02-21,206,021,201,5,2,현대건설 힐스테이트,흥국생명 핑크스파이더스,0 : 3,18,15,17,0,0,25,25,25,0,0,수원체육관,3808,19:00,01:16,강주희
2025-02-22,207,021,201,5,1,서울 우리카드 우리WON 프로배구단,천안 현대캐피탈 스카이워커스,1 : 3,27,23,18,21,0,25,25,25,25,0,서울장충체육관,3510,14:00,02:01,권대진
2025-02-22,208,021,201,5,2,정관장 레드스파크스 프로배구단,GS칼텍스 서울KIXX,3 : 0,25,25,25,0,0,23,23,12,0,0,대전충무체육관,2681,16:00,01:27,최성권
2025-02-23,209,021,201,5,1,대전 삼성화재 블루팡스,의정부 KB손해보험 스타즈,0 : 3,20,23,20,0,0,25,25,25,0,0,대전충무체육관,1966,14:00,01:27,남영수
2025-02-23,210,021,201,5,2,한국도로공사 하이패스 배구단,페퍼저축은행 AI PEPPERS,3 : 2,25,23,25,17,15,20,25,19,25,8,김천실내체육관,2603,16:00,02:03,권대진
2025-02-25,211,021,201,6,1,안산 OK저축은행 읏맨프로배구단,수원 한국전력 VIXTORM,0 : 3,20,22,21,0,0,25,25,25,0,0,안산상록수체육관,1256,19:00,01:22,송인석
2025-02-25,212,021,201,6,2,흥국생명 핑크스파이더스,IBK기업은행 알토스,3 : 1,25,18,25,25,0,14,25,20,21,0,인천삼산월드체육관,6067,19:00,01:46,강주희
2025-02-26,213,021,201,6,1,천안 현대캐피탈 스카이워커스,서울 우리카드 우리WON 프로배구단,2 : 3,26,21,25,23,15,24,25,22,25,17,천안유관순체육관,2540,19:00,02:38,최성권
2025-02-26,214,021,201,6,2,GS칼텍스 서울KIXX,정관장 레드스파크스 프로배구단,3 : 1,22,25,25,25,0,25,21,21,19,0,서울장충체육관,1827,19:00,01:50,전영아
2025-02-27,215,021,201,6,1,대전 삼성화재 블루팡스,인천 대한항공 점보스,0 : 3,23,22,19,0,0,25,25,25,0,0,대전충무체육관,1204,19:00,01:26,권대진
2025-02-27,216,021,201,6,2,한국도로공사 하이패스 배구단,현대건설 힐스테이트,3 : 1,25,13,25,25,0,21,25,21,17,0,김천실내체육관,1439,19:00,01:40,송인석
2025-02-28,217,021,201,6,1,수원 한국전력 VIXTORM,의정부 KB손해보험 스타즈,1 : 3,19,23,25,25,0,25,25,21,27,0,수원체육관,1073,19:00,02:06,남영수
2025-02-28,218,021,201,6,2,IBK기업은행 알토스,페퍼저축은행 AI PEPPERS,3 : 0,25,25,25,0,0,21,22,23,0,0,화성종합실내체육관,1397,19:00,01:28,권대진
2025-03-01,219,021,201,6,1,서울 우리카드 우리WON 프로배구단,안산 OK저축은행 읏맨프로배구단,3 : 1,22,25,25,25,0,25,12,16,21,0,서울장충체육관,3186,14:00,01:45,정준호
2025-03-01,220,021,201,6,2,정관장 레드스파크스 프로배구단,흥국생명 핑크스파이더스,3 : 2,23,21,25,25,15,25,25,18,13,11,대전충무체육관,3811,14:02,02:15,최성권
2025-03-02,221,021,201,6,1,인천 대한항공 점보스,천안 현대캐피탈 스카이워커스,2 : 3,20,23,29,25,13,25,25,27,21,15,인천계양체육관,2115,14:00,02:28,심재일
2025-03-02,222,021,201,6,2,현대건설 힐스테이트,GS칼텍스 서울KIXX,1 : 3,20,29,22,21,0,25,27,25,25,0,수원체육관,2252,16:00,01:56,남영수
2025-03-03,223,021,201,6,1,의정부 KB손해보험 스타즈,대전 삼성화재 블루팡스,2 : 3,22,27,21,28,12,25,25,25,26,15,경민대학교 기념관(체육관),1520,14:00,02:26,정준호
2025-03-03,224,021,201,6,2,페퍼저축은행 AI PEPPERS,한국도로공사 하이패스 배구단,2 : 3,21,31,25,20,12,25,29,23,25,15,페퍼스타디움,2032,16:00,02:12,강주희
2025-03-05,225,021,201,6,1,수원 한국전력 VIXTORM,서울 우리카드 우리WON 프로배구단,3 : 2,25,25,23,23,15,23,22,25,25,13,수원체육관,767,19:00,02:13,심재일
2025-03-05,226,021,201,6,2,IBK기업은행 알토스,정관장 레드스파크스 프로배구단,3 : 0,25,25,26,0,0,17,17,24,0,0,화성종합실내체육관,993,19:00,01:23,전영아
2025-03-06,227,021,201,6,1,안산 OK저축은행 읏맨프로배구단,인천 대한항공 점보스,3 : 1,25,25,19,25,0,16,22,25,21,0,안산상록수체육관,1010,19:00,01:46,송인석
2025-03-06,228,021,201,6,2,흥국생명 핑크스파이더스,현대건설 힐스테이트,1 : 3,25,18,18,15,0,12,25,25,25,0,인천삼산월드체육관,4702,19:00,01:42,권대진
2025-03-07,229,021,201,6,1,천안 현대캐피탈 스카이워커스,의정부 KB손해보험 스타즈,1 : 3,25,17,23,21,0,21,25,25,25,0,천안유관순체육관,2121,19:00,02:01,최성권
2025-03-07,230,021,201,6,2,GS칼텍스 서울KIXX,페퍼저축은행 AI PEPPERS,3 : 2,20,25,25,21,15,25,17,20,25,10,서울장충체육관,1730,19:00,02:08,전영아
2025-03-08,231,021,201,6,1,대전 삼성화재 블루팡스,수원 한국전력 VIXTORM,3 : 1,16,25,30,25,0,25,22,28,22,0,대전충무체육관,1756,14:00,01:56,남영수
2025-03-08,232,021,201,6,2,IBK기업은행 알토스,한국도로공사 하이패스 배구단,2 : 3,25,17,25,21,15,23,25,19,25,17,화성종합실내체육관,2192,16:00,02:19,송인석
2025-03-09,233,021,201,6,1,인천 대한항공 점보스,서울 우리카드 우리WON 프로배구단,0 : 3,32,18,22,0,0,34,25,25,0,0,인천계양체육관,1987,14:00,01:36,심재일
2025-03-09,234,021,201,6,2,현대건설 힐스테이트,정관장 레드스파크스 프로배구단,3 : 0,25,25,25,0,0,16,16,16,0,0,수원체육관,2198,16:00,01:09,강주희
2025-03-11,235,021,201,6,1,의정부 KB손해보험 스타즈,안산 OK저축은행 읏맨프로배구단,3 : 1,25,26,25,25,0,23,28,16,21,0,경민대학교 기념관(체육관),1067,19:00,01:56,권대진
2025-03-11,236,021,201,6,2,페퍼저축은행 AI PEPPERS,흥국생명 핑크스파이더스,3 : 2,15,14,25,27,15,25,25,20,25,12,페퍼스타디움,3446,19:00,02:07,심재일
2025-03-12,237,021,201,6,1,대전 삼성화재 블루팡스,천안 현대캐피탈 스카이워커스,0 : 3,34,18,21,0,0,36,25,25,0,0,대전충무체육관,1453,19:00,01:41,송인석
2025-03-12,238,021,201,6,2,한국도로공사 하이패스 배구단,GS칼텍스 서울KIXX,3 : 2,23,25,18,25,15,25,21,25,22,12,김천실내체육관,1335,19:00,02:14,남영수
2025-03-13,239,021,201,6,1,인천 대한항공 점보스,수원 한국전력 VIXTORM,2 : 3,25,23,25,21,21,20,25,21,25,23,인천계양체육관,1357,19:00,02:19,권대진
2025-03-13,240,021,201,6,2,현대건설 힐스테이트,IBK기업은행 알토스,1 : 3,23,25,25,18,0,25,27,19,25,0,수원체육관,1134,19:00,01:56,전영아
2025-03-14,241,021,201,6,1,서울 우리카드 우리WON 프로배구단,의정부 KB손해보험 스타즈,1 : 3,28,21,21,17,0,26,25,25,25,0,서울장충체육관,2362,19:00,02:01,정준호
2025-03-14,242,021,201,6,2,정관장 레드스파크스 프로배구단,페퍼저축은행 AI PEPPERS,3 : 0,27,25,25,0,0,25,17,19,0,0,대전충무체육관,1095,19:00,01:28,강주희
2025-03-15,243,021,201,6,1,안산 OK저축은행 읏맨프로배구단,대전 삼성화재 블루팡스,1 : 3,22,25,20,16,0,25,20,25,25,0,안산상록수체육관,1913,14:00,01:45,정준호
2025-03-15,244,021,201,6,2,흥국생명 핑크스파이더스,한국도로공사 하이패스 배구단,3 : 1,25,23,25,25,0,19,25,18,20,0,인천삼산월드체육관,6015,16:00,01:54,최성권
2025-03-16,245,021,201,6,1,수원 한국전력 VIXTORM,천안 현대캐피탈 스카이워커스,0 : 3,20,16,20,0,0,25,25,25,0,0,수원체육관,2562,14:00,01:18,남영수
2025-03-16,246,021,201,6,2,IBK기업은행 알토스,GS칼텍스 서울KIXX,1 : 3,26,22,14,23,0,24,25,25,25,0,화성종합실내체육관,2348,16:00,01:56,강주희
2025-03-18,247,021,201,6,1,의정부 KB손해보험 스타즈,인천 대한항공 점보스,0 : 3,21,23,22,0,0,25,25,25,0,0,경민대학교 기념관(체육관),1402,19:00,01:26,심재일
2025-03-18,248,021,201,6,2,페퍼저축은행 AI PEPPERS,현대건설 힐스테이트,1 : 3,24,12,25,12,0,26,25,20,25,0,페퍼스타디움,1564,19:00,01:44,전영아
2025-03-19,249,021,201,6,1,서울 우리카드 우리WON 프로배구단,대전 삼성화재 블루팡스,3 : 2,22,25,25,25,15,25,27,19,21,12,서울장충체육관,2411,19:00,02:16,최성권
2025-03-19,250,021,201,6,2,정관장 레드스파크스 프로배구단,한국도로공사 하이패스 배구단,2 : 3,20,25,25,17,8,25,19,19,25,15,대전충무체육관,1305,19:00,02:00,권대진
2025-03-20,251,021,201,6,1,천안 현대캐피탈 스카이워커스,안산 OK저축은행 읏맨프로배구단,3 : 0,25,25,26,0,0,18,20,24,0,0,천안유관순체육관,2667,19:00,01:25,최성권
2025-03-20,252,021,201,6,2,GS칼텍스 서울KIXX,흥국생명 핑크스파이더스,3 : 0,25,25,25,0,0,23,17,21,0,0,서울장충체육관,3461,19:00,01:27,심재일
2025-10-18,1,022,201,1,2,흥국생명 핑크스파이더스,정관장 레드스파크스 프로배구단,3 : 1,26,25,18,25,0,24,16,25,19,0,인천삼산월드체육관,5401,16:00,01:50,강주희
2025-10-19,2,022,201,1,2,GS칼텍스 서울KIXX,IBK기업은행 알토스,3 : 1,25,25,23,25,0,20,21,25,21,0,서울장충체육관,3293,16:00,01:56,권대진
2025-10-20,3,022,201,1,1,수원 한국전력 VIXTORM,서울 우리카드 우리WON 프로배구단,0 : 3,20,20,23,0,0,25,25,25,0,0,수원체육관,1348,19:00,01:28,최재효
2025-10-21,4,022,201,1,1,대전 삼성화재 블루팡스,OK저축은행 읏맨프로배구단,2 : 3,20,26,17,25,15,25,24,25,22,17,대전충무체육관,2012,19:00,02:28,최성권
2025-10-21,5,022,201,1,2,페퍼저축은행 AI PEPPERS,한국도로공사 하이패스 배구단,3 : 2,25,17,25,15,15,23,25,20,25,13,광주페퍼스타디움,2172,19:00,02:15,남영수
2025-10-22,6,022,201,1,1,천안 현대캐피탈 스카이워커스,의정부 KB손해보험 스타즈,3 : 2,25,22,20,25,15,23,25,25,18,10,천안유관순체육관,2328,19:00,02:17,권대진
2025-10-22,7,022,201,1,2,흥국생명 핑크스파이더스,현대건설 힐스테이트,1 : 3,20,12,25,23,0,25,25,19,25,0,인천삼산월드체육관,2376,19:00,01:56,송인석
2025-10-23,8,022,201,1,1,인천 대한항공 점보스,수원 한국전력 VIXTORM,3 : 1,25,18,25,25,0,18,25,13,23,0,인천계양체육관,1826,19:00,01:46,심재일
2025-10-23,9,022,201,1,2,정관장 레드스파크스 프로배구단,GS칼텍스 서울KIXX,3 : 2,25,22,19,25,15,18,25,25,22,11,대전충무체육관,1320,19:00,02:10,강주희
2025-10-24,10,022,201,1,1,서울 우리카드 우리WON 프로배구단,OK저축은행 읏맨프로배구단,3 : 2,27,25,22,25,15,29,19,25,20,13,서울장충체육관,2546,19:00,02:29,정준호
2025-10-24,11,022,201,1,2,IBK기업은행 알토스,페퍼저축은행 AI PEPPERS,3 : 1,17,25,25,25,0,25,17,15,14,0,화성종합실내체육관,2723,19:00,01:44,최성권
2025-10-25,12,022,201,1,1,대전 삼성화재 블루팡스,천안 현대캐피탈 스카이워커스,1 : 3,17,19,25,23,0,25,25,20,25,0,대전충무체육관,2245,14:00,01:49,남영수
2025-10-25,13,022,201,1,2,한국도로공사 하이패스 배구단,흥국생명 핑크스파이더스,3 : 2,25,28,25,22,15,19,30,22,25,9,김천실내체육관,3050,16:00,02:22,최재효
2025-10-26,14,022,201,1,1,의정부 KB손해보험 스타즈,인천 대한항공 점보스,3 : 1,25,25,22,26,0,23,20,25,24,0,경민대학교 기념관(체육관),1877,14:00,02:04,송인석
2025-10-26,15,022,201,1,2,현대건설 힐스테이트,정관장 레드스파크스 프로배구단,3 : 1,25,21,25,25,0,18,25,23,22,0,수원체육관,2465,16:00,01:59,이명현
2025-10-28,16,022,201,1,1,서울 우리카드 우리WON 프로배구단,대전 삼성화재 블루팡스,0 : 3,22,18,23,0,0,25,25,25,0,0,서울장충체육관,2008,19:00,01:29,최재효
2025-10-28,17,022,201,1,2,IBK기업은행 알토스,한국도로공사 하이패스 배구단,1 : 3,25,23,23,22,0,19,25,25,25,0,화성종합실내체육관,1075,19:00,01:58,정준호
2025-10-29,18,022,201,1,1,수원 한국전력 VIXTORM,천안 현대캐피탈 스카이워커스,1 : 3,22,25,19,25,0,25,15,25,27,0,수원체육관,1486,19:00,01:58,최성권
2025-10-29,19,022,201,1,2,GS칼텍스 서울KIXX,흥국생명 핑크스파이더스,3 : 2,25,26,23,25,15,15,28,25,19,13,서울장충체육관,1852,19:00,02:16,강주희
2025-10-30,20,022,201,1,1,의정부 KB손해보험 스타즈,OK저축은행 읏맨프로배구단,3 : 0,26,26,25,0,0,24,24,14,0,0,경민대학교 기념관(체육관),1174,19:00,01:30,정준호
2025-10-30,21,022,201,1,2,페퍼저축은행 AI PEPPERS,현대건설 힐스테이트,3 : 0,25,25,25,0,0,23,22,23,0,0,광주페퍼스타디움,1952,19:00,01:34,심재일
2025-10-31,22,022,201,1,1,인천 대한항공 점보스,서울 우리카드 우리WON 프로배구단,3 : 1,23,27,28,31,0,25,25,26,29,0,인천계양체육관,1640,19:00,02:17,최성권
2025-10-31,23,022,201,1,2,정관장 레드스파크스 프로배구단,IBK기업은행 알토스,3 : 2,23,25,22,25,15,25,22,25,19,10,대전충무체육관,1268,19:00,02:23,송인석
2025-11-01,24,022,201,1,1,수원 한국전력 VIXTORM,대전 삼성화재 블루팡스,3 : 1,20,25,25,25,0,25,18,14,20,0,수원체육관,1272,14:00,01:57,최성권
2025-11-01,25,022,201,1,2,GS칼텍스 서울KIXX,한국도로공사 하이패스 배구단,2 : 3,22,25,23,25,14,25,22,25,18,16,서울장충체육관,3147,16:10,02:14,권대진
2025-11-02,26,022,201,1,1,천안 현대캐피탈 스카이워커스,OK저축은행 읏맨프로배구단,1 : 3,26,19,22,16,0,24,25,25,25,0,천안유관순체육관,3414,14:00,02:03,남영수
2025-11-02,27,022,201,1,2,흥국생명 핑크스파이더스,페퍼저축은행 AI PEPPERS,0 : 3,19,18,19,0,0,25,25,25,0,0,인천삼산월드체육관,2453,16:00,01:28,이명현
2025-11-04,28,022,201,1,1,의정부 KB손해보험 스타즈,서울 우리카드 우리WON 프로배구단,3 : 1,25,15,25,33,0,18,25,18,31,0,경민대학교 기념관(체육관),1129,19:00,01:59,정준호
2025-11-04,29,022,201,1,2,현대건설 힐스테이트,IBK기업은행 알토스,3 : 0,25,25,25,0,0,20,20,23,0,0,수원체육관,1501,19:00,01:26,남영수
2025-11-05,30,022,201,1,1,대전 삼성화재 블루팡스,인천 대한항공 점보스,1 : 3,20,20,25,26,0,25,25,23,28,0,대전충무체육관,1387,19:00,02:00,최재효
2025-11-05,31,022,201,1,2,한국도로공사 하이패스 배구단,정관장 레드스파크스 프로배구단,3 : 0,27,25,25,0,0,25,20,15,0,0,김천실내체육관,1601,19:00,01:31,이명현
2025-11-06,32,022,201,1,1,수원 한국전력 VIXTORM,OK저축은행 읏맨프로배구단,3 : 2,30,25,23,20,15,28,18,25,25,12,수원체육관,654,19:00,02:20,권대진
2025-11-06,33,022,201,1,2,페퍼저축은행 AI PEPPERS,GS칼텍스 서울KIXX,3 : 2,26,25,22,22,15,24,19,25,25,5,광주페퍼스타디움,2150,19:00,02:17,최재효
2025-11-07,34,022,201,1,1,천안 현대캐피탈 스카이워커스,서울 우리카드 우리WON 프로배구단,3 : 0,25,26,25,0,0,20,24,18,0,0,천안유관순체육관,2358,19:00,01:27,송인석
2025-11-07,35,022,201,1,2,IBK기업은행 알토스,흥국생명 핑크스파이더스,2 : 3,23,27,25,25,11,25,29,20,15,15,화성종합실내체육관,1466,19:00,02:25,심재일
2025-11-08,36,022,201,1,1,대전 삼성화재 블루팡스,의정부 KB손해보험 스타즈,3 : 1,25,27,20,25,0,16,25,25,20,0,대전충무체육관,3144,14:00,01:55,남영수
2025-11-08,37,022,201,1,2,한국도로공사 하이패스 배구단,현대건설 힐스테이트,3 : 2,20,21,25,25,19,25,25,22,14,17,김천실내체육관,3041,16:10,02:14,강주희
2025-11-09,38,022,201,1,1,OK저축은행 읏맨프로배구단,인천 대한항공 점보스,1 : 3,22,20,25,22,0,25,25,23,25,0,부산강서체육관,4270,14:00,01:58,권대진
2025-11-09,39,022,201,1,2,정관장 레드스파크스 프로배구단,페퍼저축은행 AI PEPPERS,3 : 0,25,25,25,0,0,22,18,20,0,0,대전충무체육관,2412,16:00,01:21,강주희
2025-11-11,40,022,201,1,1,의정부 KB손해보험 스타즈,수원 한국전력 VIXTORM,3 : 1,25,20,31,26,0,19,25,29,24,0,경민대학교 기념관(체육관),1240,19:00,02:02,송인석
2025-11-11,41,022,201,1,2,현대건설 힐스테이트,GS칼텍스 서울KIXX,2 : 3,25,25,25,18,13,20,27,18,25,15,수원체육관,1449,19:00,02:14,심재일
2025-11-12,42,022,201,2,1,인천 대한항공 점보스,대전 삼성화재 블루팡스,3 : 0,25,25,25,0,0,16,22,22,0,0,인천계양체육관,1485,19:00,01:16,최성권
2025-11-12,43,022,201,2,2,정관장 레드스파크스 프로배구단,한국도로공사 하이패스 배구단,0 : 3,22,23,21,0,0,25,25,25,0,0,대전충무체육관,1477,19:00,01:26,남영수
2025-11-13,44,022,201,2,1,OK저축은행 읏맨프로배구단,천안 현대캐피탈 스카이워커스,3 : 2,20,25,18,27,15,25,20,25,25,6,부산강서체육관,3062,19:00,02:19,정준호
2025-11-13,45,022,201,2,2,페퍼저축은행 AI PEPPERS,흥국생명 핑크스파이더스,3 : 1,25,23,28,25,0,22,25,26,23,0,광주페퍼스타디움,2180,19:00,02:07,심재일
2025-11-14,46,022,201,2,1,서울 우리카드 우리WON 프로배구단,수원 한국전력 VIXTORM,0 : 3,20,19,15,0,0,25,25,25,0,0,서울장충체육관,2357,19:00,01:22,최재효
2025-11-14,47,022,201,2,2,IBK기업은행 알토스,GS칼텍스 서울KIXX,1 : 3,15,16,25,22,0,25,25,13,25,0,화성종합실내체육관,1194,19:00,01:40,송인석
2025-11-15,48,022,201,2,1,대전 삼성화재 블루팡스,의정부 KB손해보험 스타즈,1 : 3,25,21,22,17,0,15,25,25,25,0,대전충무체육관,2080,14:00,01:48,최재효
2025-11-15,49,022,201,2,2,한국도로공사 하이패스 배구단,현대건설 힐스테이트,3 : 1,25,25,19,25,0,18,23,25,17,0,김천실내체육관,3240,16:10,01:47,이명현
2025-11-16,50,022,201,2,1,천안 현대캐피탈 스카이워커스,인천 대한항공 점보스,2 : 3,24,25,25,21,7,26,22,22,25,15,천안유관순체육관,3574,14:00,02:28,권대진
2025-11-16,51,022,201,2,2,흥국생명 핑크스파이더스,정관장 레드스파크스 프로배구단,3 : 0,25,25,25,0,0,16,14,20,0,0,인천삼산월드체육관,3311,16:00,01:15,심재일
